,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
178,,,86417,0,0,0,0,0,3,0.6,1.1,2,Jeffrey,2.0,161,False,,,50,86417.jpg,0.4,Schlupp,0.2,False,,a,Crystal Palace,31,2,435,435,919,919,0.4,0.4,Schlupp,85,0,0,0,2,0,0,0,0,0,0,0,11,13.4,7.0,32.0,5.2,128,44,122,71,35,16,66,37,,,,,,,Jeffrey Schlupp Schlupp,Midfielder,0.4,0,M,CRY,757,0.15599288046360016,0.0,3.0,0.0,0.0,0.15599288046360016,0.2200259566307068,0.06403308361768723,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
179,25.0,25.0,105666,0,0,0,0,0,1,0.3,0.4,0,Jack,0.0,162,False,Hand injury - 25% chance of playing,2022-08-01T17:30:04.731748Z,45,105666.jpg,0.0,Butland,0.1,False,,d,Crystal Palace,31,0,41,41,738,738,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,53,359,35,300,35,379,53,,,,,,,Jack Butland Butland,Goalkeeper,0.0,0,GK,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
180,,,108413,0,0,0,0,0,3,0.6,1.1,1,Will,1.0,163,False,,,50,108413.jpg,0.2,Hughes,0.0,False,,a,Crystal Palace,31,1,29,29,222,222,0.2,0.2,Hughes,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,4.0,0.4,487,195,235,122,140,77,255,118,,,,,,,Will Hughes Hughes,Midfielder,0.2,0,M,CRY,6104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
181,,,173954,0,0,0,0,0,3,0.0,0.5,0,Jairo,0.0,164,False,,,45,173954.jpg,0.0,Riedewald,0.1,False,,a,Crystal Palace,31,0,211,211,327,327,0.0,0.0,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,135,387,145,336,121,403,144,,,,,,,Jairo Riedewald Riedewald,Midfielder,0.0,0,M,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
182,,,174874,0,0,0,0,0,2,0.9,1.4,1,Joachim,1.0,165,False,,,45,174874.jpg,0.2,Andersen,2.7,False,,a,Crystal Palace,31,1,6084,6084,11050,11050,0.2,0.2,Andersen,90,0,0,0,2,0,0,0,0,0,0,0,20,37.4,12.2,6.0,5.6,26,8,97,31,120,25,58,16,,,,,,,Joachim Andersen Andersen,Defender,0.2,0,D,CRY,6314,0.0,0.3935762047767639,0.0,1.0,0.0,0.0,0.14484825730323792,0.14484825730323792,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
183,,,199670,0,0,0,0,0,4,0.5,1.0,1,Odsonne,1.0,166,False,,,55,199670.jpg,0.2,Edouard,3.3,False,,a,Crystal Palace,31,1,11036,11036,20975,20975,0.2,0.2,Edouard,57,0,0,0,1,0,0,0,0,0,0,0,-5,3.0,1.5,55.0,6.0,224,19,172,19,10,4,53,8,,,,,3.0,,Odsonne Edouard Edouard,Forward,0.2,0,F,CRY,3697,0.5163685083389282,0.0,3.0,0.0,0.0,0.5163685083389282,0.1227923110127449,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
184,,,209036,0,0,0,0,0,2,0.9,1.4,-1,Marc,-1.0,167,False,,,45,209036.jpg,-0.2,Guéhi,2.0,False,,a,Crystal Palace,31,-1,715,715,11966,11966,-0.2,-0.2,Guéhi,90,0,0,0,2,1,0,0,0,0,0,0,7,16.6,1.4,0.0,1.8,97,48,178,58,353,156,185,68,,,,,,,Marc Guéhi Guéhi,Defender,-0.2,0,D,CRY,7603,0.0,0.0,0.0,0.0,0.0,0.0,0.15128928422927856,0.15128928422927856,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
185,,,231747,0,0,0,0,0,4,0.5,1.0,1,Jean-Philippe,1.0,168,False,,,55,231747.jpg,0.2,Mateta,0.8,False,,a,Crystal Palace,31,1,1757,1757,5825,5825,0.2,0.2,Mateta,32,0,0,0,1,0,0,0,0,0,0,0,2,0.0,11.2,10.0,2.0,541,42,107,11,99,21,177,20,,,,,,,Jean-Philippe Mateta Mateta,Forward,0.2,0,F,CRY,5735,0.062172938138246536,0.0895635187625885,1.0,1.0,0.0,0.062172938138246536,0.21576952934265137,0.06403308361768723,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
186,,,232413,0,0,0,0,0,3,1.0,1.5,2,Eberechi,2.0,169,False,,,55,232413.jpg,0.4,Eze,1.0,False,,a,Crystal Palace,31,2,5673,5673,5116,5116,0.4,0.4,Eze,85,0,0,0,2,0,0,0,0,0,0,0,7,6.8,8.1,21.0,3.6,186,74,117,69,60,33,114,63,1.0,,4.0,,,,Eberechi Eze Eze,Midfielder,0.4,0,M,CRY,8706,0.3831236958503723,0.0,1.0,0.0,0.0,0.3831236958503723,0.565061628818512,0.18193793296813965,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
187,,,244723,0,0,0,0,0,2,0.9,1.4,1,Tyrick,1.0,170,False,,,45,244723.jpg,0.2,Mitchell,1.0,False,,a,Crystal Palace,31,1,1193,1193,3581,3581,0.2,0.2,Mitchell,90,0,0,0,2,0,0,0,0,0,0,0,11,13.8,1.9,0.0,1.6,124,61,163,50,389,176,197,75,,,,,,,Tyrick Mitchell Mitchell,Defender,0.2,0,D,CRY,8214,0.0,0.0,0.0,0.0,0.0,0.0,0.15128928422927856,0.15128928422927856,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
188,0.0,0.0,443661,0,0,0,0,0,3,0.0,0.0,0,Michael,0.0,171,False,Foot injury - Expected back 20 Aug,2022-08-01T17:30:04.743028Z,55,443661.jpg,0.0,Olise,0.2,False,,i,Crystal Palace,31,0,115,115,2626,2626,0.0,0.0,Olise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545,238,549,238,541,236,550,239,2.0,,3.0,,,,Michael Olise Olise,Midfielder,0.0,0,M,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
189,,,450542,0,0,0,0,0,3,0.0,0.5,0,Jesurun,0.0,172,False,,,45,450542.jpg,0.0,Rak-Sakyi,0.1,False,,a,Crystal Palace,31,0,145,145,308,308,0.0,0.0,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,164,447,172,409,150,456,171,,,,,,,Jesurun Rak-Sakyi Rak-Sakyi,Midfielder,0.0,0,M,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
190,,,450535,0,0,0,0,0,3,0.0,0.5,1,Malcolm,1.0,173,False,,,45,450535.jpg,0.2,Ebiowei,0.2,False,,a,Crystal Palace,31,1,968,968,908,908,0.2,0.2,Ebiowei,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0.0,0.2,249,114,221,115,407,149,268,124,,,,,,,Malcolm Ebiowei Ebiowei,Midfielder,0.2,0,M,CRY,10698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
191,,,232423,0,0,0,0,0,2,0.0,0.5,0,Nathan,0.0,174,False,,,40,232423.jpg,0.0,Ferguson,0.3,False,,a,Crystal Palace,31,0,847,847,1377,1377,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,307,118,302,115,236,80,323,118,,,,,,,Nathan Ferguson Ferguson,Defender,0.0,0,D,CRY,579,0.013540280051529408,0.0,1.0,0.0,0.0,0.013540280051529408,1.0524498224258423,1.0524498224258423,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
192,100.0,50.0,101982,0,0,0,0,0,1,1.2,0.9,0,Sam,0.0,175,False,,2022-08-01T17:30:04.756681Z,45,101982.jpg,0.0,Johnstone,0.1,False,,a,Crystal Palace,31,0,113,113,399,399,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,360,51,356,33,297,33,376,51,,,,,,,Sam Johnstone Johnstone,Goalkeeper,0.0,0,GK,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
193,0.0,0.0,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,0.0,495,False,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,169593.jpg,0.0,Matthews,0.1,False,,u,Crystal Palace,31,0,0,0,317,317,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288,35,283,16,216,16,304,35,,,,,,,Remi Matthews Matthews,Goalkeeper,0.0,0,GK,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
194,,,450541,0,0,0,0,0,4,0.0,0.5,0,Luke,0.0,496,False,,,45,450541.jpg,0.0,Plange,1.5,False,,a,Crystal Palace,31,0,2880,2880,6141,6141,0.0,0.0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,33,446,39,408,34,455,38,,,,,,,Luke Plange Plange,Forward,0.0,0,F,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
195,,,438464,0,0,0,0,0,3,0.6,1.1,2,Cheick,2.0,514,False,,,50,438464.jpg,0.4,Doucouré,0.1,False,,a,Crystal Palace,31,2,1013,1013,946,946,0.4,0.4,C.Doucouré,74,0,0,0,1,0,0,0,0,0,0,0,16,5.8,3.8,0.0,1.0,197,81,141,84,507,213,230,104,,,,,,,Cheick Doucouré C.Doucouré,Midfielder,0.4,0,M,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
196,,,427623,0,0,0,0,0,2,0.9,1.4,0,Chris,0.0,530,False,,,45,427623.jpg,0.0,Richards,0.1,False,,a,Crystal Palace,31,0,56,56,377,377,0.0,0.0,Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,189,431,188,392,177,442,188,,,,,,,Chris Richards Richards,Defender,0.0,0,D,CRY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 2, 5, 2]",3.5,"[2, 3, 4, 5]","['Liverpool', 'Aston Villa', 'Man City', 'Brentford']","['a', 'H', 'a', 'H']"
197,100.0,75.0,40349,0,0,0,0,0,1,1.0,0.4,0,Asmir,0.0,176,False,,2022-07-30T13:30:04.308081Z,40,40349.jpg,0.0,Begović,0.6,False,,a,Everton,11,0,1379,1379,1075,1075,0.0,0.0,Begović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,271,26,265,6,198,6,287,26,,,,,,,Asmir Begović Begović,Goalkeeper,0.0,0,GK,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
198,100.0,0.0,57134,0,0,0,0,0,4,1.3,0.0,0,Salomón,0.0,177,False,,2022-07-05T15:30:04.154866Z,50,57134.jpg,0.0,Rondón,0.3,False,,a,Everton,11,0,3967,3967,1898,1898,0.0,0.0,Rondón,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477,37,482,43,447,38,489,42,,,,,,,Salomón Rondón Rondón,Forward,0.0,0,F,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
199,25.0,25.0,59949,0,0,0,0,0,2,0.5,0.3,0,Seamus,0.0,178,False,Lack of match fitness - 25% chance of playing,2022-07-15T12:00:04.659129Z,45,59949.jpg,0.0,Coleman,0.0,False,,d,Everton,11,0,82,82,427,427,0.0,0.0,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,344,148,340,145,278,113,360,148,,,,,,,Seamus Coleman Coleman,Defender,0.0,0,D,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
200,0.0,0.0,60252,0,0,0,0,0,3,0.0,0.0,0,Andros,0.0,179,False,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,60252.jpg,0.0,Townsend,0.0,False,,i,Everton,11,0,34,34,60,60,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,224,534,229,517,218,535,229,3.0,,3.0,,2.0,,Andros Townsend Townsend,Midfielder,0.0,0,M,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
201,,,106611,0,0,0,0,0,2,1.9,1.4,0,Michael,0.0,180,False,,,45,106611.jpg,0.0,Keane,0.8,False,,a,Everton,11,0,765,765,4670,4670,0.0,0.0,Keane,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,158,361,155,302,125,381,158,,,,,,,Michael Keane Keane,Defender,0.0,0,D,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
202,,,108823,0,0,0,0,0,3,2.0,1.5,1,Dele,1.0,181,False,,,55,108823.jpg,0.2,Alli,0.6,False,,a,Everton,11,1,2325,2325,4578,4578,0.2,0.2,Dele,29,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.9,4.0,0.6,259,119,164,96,146,81,246,113,,,,,,,Dele Alli Dele,Midfielder,0.2,0,M,EVE,645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
203,,,111234,0,0,0,0,0,1,2.2,1.7,3,Jordan,3.0,182,False,,,45,111234.jpg,0.7,Pickford,5.7,False,,a,Everton,11,3,18436,18436,13197,13197,0.7,0.7,Pickford,90,0,0,0,1,0,0,0,0,0,5,0,20,35.0,0.0,0.0,3.5,30,4,364,37,306,37,116,4,,,,,,,Jordan Pickford Pickford,Goalkeeper,0.7,0,GK,EVE,741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
204,,,119765,0,0,0,0,0,3,1.6,1.1,0,Allan,0.0,183,False,,,50,119765.jpg,0.0,Marques Loureiro,0.2,False,,a,Everton,11,0,1009,1009,1590,1590,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,197,497,205,464,184,500,203,,,,,,,Allan Marques Loureiro Allan,Midfielder,0.0,0,M,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
205,0.0,0.0,120250,0,0,0,0,0,3,0.0,0.0,0,André,0.0,184,False,Muscle injury - Expected back 20 Aug,2022-08-04T16:30:05.406319Z,45,120250.jpg,0.0,Tavares Gomes,0.2,False,,i,Everton,11,0,175,175,2829,2829,0.0,0.0,André Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,128,368,138,312,113,387,137,,,,,,,André Tavares Gomes André Gomes,Midfielder,0.0,0,M,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
206,,,121599,0,0,0,0,0,3,2.0,1.5,2,Abdoulaye,2.0,185,False,,,55,121599.jpg,0.4,Doucouré,0.3,False,,a,Everton,11,2,1704,1704,1510,1510,0.4,0.4,A.Doucouré,90,0,0,0,1,0,0,0,0,0,0,0,13,10.0,3.5,25.0,3.9,158,58,142,85,43,23,107,58,,,,,,,Abdoulaye Doucouré A.Doucouré,Midfielder,0.4,0,M,EVE,1726,0.09171327203512192,0.0,2.0,0.0,0.0,0.09171327203512192,0.11546020209789276,0.11546020209789276,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
207,,,153133,0,0,0,0,0,3,2.0,1.5,2,Alex,2.0,186,False,,,55,153133.jpg,0.4,Iwobi,0.2,False,,a,Everton,11,2,1409,1409,930,930,0.4,0.4,Iwobi,90,0,0,0,1,0,0,0,0,0,0,0,16,13.8,22.1,2.0,3.8,125,42,49,35,171,93,109,59,,,,,,,Alex Iwobi Iwobi,Midfielder,0.4,0,M,EVE,500,0.0,0.1643887758255005,0.0,2.0,0.0,0.0,0.09903331100940704,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
208,,,160987,0,0,0,0,0,3,1.0,0.5,0,Jean-Philippe,0.0,187,False,,,45,160987.jpg,0.0,Gbamin,0.1,False,,a,Everton,11,0,356,356,319,319,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,132,381,142,326,118,398,141,,,,,,,Jean-Philippe Gbamin Gbamin,Midfielder,0.0,0,M,EVE,5735,0.062172938138246536,0.0895635187625885,1.0,1.0,0.0,0.062172938138246536,0.21576952934265137,0.06403308361768723,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
209,25.0,,164511,0,0,0,0,0,2,0.5,1.4,1,Yerry,1.0,188,False,Muscle injury - 25% chance of playing,2022-08-07T01:30:05.719432Z,45,164511.jpg,0.2,Mina,0.2,False,,d,Everton,11,1,669,669,3067,3067,0.2,0.2,Mina,69,0,0,0,1,0,0,0,1,0,0,0,4,11.8,0.2,0.0,1.2,143,71,245,86,327,138,220,83,,,,,,,Yerry Mina Mina,Defender,0.2,0,D,EVE,6521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
210,,,172632,0,0,0,0,0,3,2.0,1.5,2,Demarai,2.0,189,False,,,55,172632.jpg,0.4,Gray,0.9,False,,a,Everton,11,2,4670,4670,4088,4088,0.4,0.4,Gray,90,0,0,0,1,0,0,0,0,0,0,0,8,5.6,18.2,24.0,4.8,200,84,63,41,47,25,77,43,2.0,,2.0,,3.0,,Demarai Gray Gray,Midfielder,0.4,0,M,EVE,762,0.09903331100940704,0.008471239358186722,1.0,1.0,0.0,0.09903331100940704,0.09903331100940704,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
211,0.0,0.0,173807,0,0,0,0,0,3,0.0,0.0,0,Tom,0.0,190,False,Muscle injury - Expected back 13 Aug,2022-08-04T17:00:05.972132Z,50,173807.jpg,0.0,Davies,0.0,False,,i,Everton,11,0,21,21,448,448,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,204,506,212,478,194,508,210,,,,,,,Tom Davies Davies,Midfielder,0.0,0,M,EVE,660,0.030809756368398666,0.010532418265938759,1.0,1.0,0.0,0.030809756368398666,0.8779164552688599,0.8365743160247803,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
212,0.0,0.0,177815,0,0,0,0,0,4,0.0,0.0,0,Dominic,0.0,191,False,Knee injury - Expected back 17 Sep,2022-08-03T16:30:05.539021Z,80,177815.jpg,0.0,Calvert-Lewin,0.5,False,,i,Everton,11,0,214,214,9838,9838,0.0,0.0,Calvert-Lewin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,570,58,571,58,571,58,571,58,,,,,1.0,,Dominic Calvert-Lewin Calvert-Lewin,Forward,0.0,0,F,EVE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
213,,,194164,0,0,0,0,0,2,1.9,1.4,1,Mason,1.0,192,False,,,45,194164.jpg,0.2,Holgate,0.2,False,,a,Everton,11,1,808,808,608,608,0.2,0.2,Holgate,72,0,0,0,1,0,0,0,1,0,0,0,9,27.0,0.5,20.0,4.8,46,15,218,77,64,12,75,20,,,,,,,Mason Holgate Holgate,Defender,0.2,0,D,EVE,985,0.1389942318201065,0.0,1.0,0.0,0.0,0.1389942318201065,0.09903331100940704,0.09903331100940704,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
214,0.0,,198826,0,0,0,0,0,2,0.0,1.4,1,Ben,1.0,193,False,Leg injury - Unknown return date,2022-08-07T01:30:05.741802Z,45,198826.jpg,0.2,Godfrey,0.1,False,,i,Everton,11,1,286,286,2834,2834,0.2,0.2,Godfrey,17,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.1,0.0,0.2,247,94,252,90,343,148,265,95,,,,,,,Ben Godfrey Godfrey,Defender,0.2,0,D,EVE,7689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
215,,,224967,0,0,0,0,0,2,1.9,1.4,1,Vitalii,1.0,194,False,,,45,224967.jpg,0.2,Mykolenko,0.3,False,,a,Everton,11,1,1534,1534,978,978,0.2,0.2,Mykolenko,90,0,0,0,1,0,0,0,1,0,0,0,4,15.8,15.7,1.0,3.3,108,55,77,22,185,58,125,38,4.0,,,,,,Vitalii Mykolenko Mykolenko,Defender,0.2,0,D,EVE,10291,0.08910238742828369,0.08019696176052094,1.0,1.0,0.0,0.08910238742828369,0.08910238742828369,0.0,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
216,,,232826,0,0,0,0,0,3,2.0,1.5,2,Anthony,2.0,195,False,,,55,232826.jpg,0.4,Gordon,1.4,False,,a,Everton,11,2,7868,7868,5158,5158,0.4,0.4,Gordon,90,0,0,0,1,0,0,0,0,0,0,0,5,2.2,1.4,12.0,1.6,232,102,179,102,91,54,200,93,1.0,,1.0,,,,Anthony Gordon Gordon,Midfielder,0.4,0,M,EVE,8150,0.04355604946613312,0.0,1.0,0.0,0.0,0.04355604946613312,0.06991385668516159,0.026357807219028473,"[2, 2, 2, 2]",2.0,"[2, 3, 4, 5]","['Aston Villa', ""Nott'm Forest"", 'Brentford', 'Leeds']","['a', 'H', 'a', 'a']"
